latitude,longitude,lease,operator,fake_number
33.195337,-97.348571,DUNN `C`,ENERVEST OPERATING LLC,48
33.035749,-97.228518,HAMMACK JOHN GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,31
33.035197,-97.228718,HAMMACK JOHN GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,72
33.035721,-97.228570,HAMMACK JOHN GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,56
33.127236,-97.388523,DCCO 2 - WILLIAMS RAY,DEVON ENERGY PRODUCTION COMPANY L P,86
33.002237,-97.364392,TCU,DEVON ENERGY PRODUCTION COMPANY L P,32
33.351911,-97.332303,SHIFFLET,ATLAS BARNETT LLC,20
33.103620,-97.106227,COPPER BLUFF UNIT,ARP BARNETT LLC,28
33.103618,-97.106124,COPPER BLUFF UNIT,ARP BARNETT LLC,85
33.126047,-97.377975,DCCO 2-WILLIAMS RAY,DEVON ENERGY PRODUCTION COMPANY L P,39
33.058333,-97.265181,SMITH MARY,DEVON ENERGY PRODUCTION COMPANY L P,45
33.094042,-97.292427,DOOLEY DAVID M,DEVON ENERGY PRODUCTION COMPANY L P,78
33.101059,-97.272550,DOOLEY DAVID M,DEVON ENERGY PRODUCTION COMPANY L P,90
33.220401,-97.333918,HARRISON UNIT,CONOCOPHILLIPS COMPANY,34
33.125394,-97.244927,COLE-FRAZIER,DEVON ENERGY PRODUCTION COMPANY L P,6
33.118195,-97.327774,BAKER-PENNINGTON SA,DEVON ENERGY PRODUCTION COMPANY L P,6
33.047467,-97.369002,TALLY FAYE S GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,59
33.047435,-97.369058,TALLY FAYE S GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,35
33.022455,-97.383069,RUFUS GARRETT GAS UNIT A,DEVON ENERGY PRODUCTION COMPANY L P,50
33.220483,-97.333931,HARRISON UNIT,CONOCOPHILLIPS COMPANY,57
33.188089,-97.368006,MCRAE,AETHON ENERGY OPERATING LLC,89
33.208550,-97.204170,CITY OF DENTON - AIRPORT,EAGLERIDGE OPERATING LLC,55
33.208560,-97.203870,CITY OF DENTON - AIRPORT,EAGLERIDGE OPERATING LLC,59
33.194364,-97.191025,CITY OF DENTON - AIRPORT,EAGLERIDGE OPERATING LLC,56
33.055136,-97.353421,ADAMS CORINNE,DEVON ENERGY PRODUCTION COMPANY L P,10
33.208560,-97.203970,CITY OF DENTON - AIRPORT,EAGLERIDGE OPERATING LLC,90
33.055178,-97.353462,ADAMS CORINNE,DEVON ENERGY PRODUCTION COMPANY L P,7
33.218511,-97.189148,PADDOCK,EAGLERIDGE OPERATING LLC,85
33.218564,-97.189360,PADDOCK,EAGLERIDGE OPERATING LLC,40
33.069980,-97.349557,BANNER,DEVON ENERGY PRODUCTION COMPANY L P,83
33.243737,-97.223061,USA TRUST,XTO ENERGY INCORPORATED,40
33.088555,-97.234503,YOUNG JEAN UNIT,ENERVEST OPERATING LLC,98
33.088613,-97.234506,YOUNG JEAN UNIT,ENERVEST OPERATING LLC,30
33.308255,-97.324128,SHIFFLETT C UNIT,CONOCOPHILLIPS COMPANY,23
33.208551,-97.204071,CITY OF DENTON - AIRPORT,EAGLERIDGE OPERATING LLC,14
33.130251,-97.369080,DCCO 2 - HARDEMAN C J,DEVON ENERGY PRODUCTION COMPANY L P,1
33.175610,-97.264393,COLE TRUST FOUR,DEVON ENERGY PRODUCTION COMPANY L P,95
33.147478,-97.333139,DCCO 1 - HOSEK SHIRLEY M,DEVON ENERGY PRODUCTION COMPANY L P,85
33.074437,-97.164822,RED HOT UNIT,XTO ENERGY INCORPORATED,56
33.147480,-97.333267,DCCO 1 - HOSEK SHIRLEY M,DEVON ENERGY PRODUCTION COMPANY L P,41
33.091241,-97.162742,LEROUX SOUTH UNIT,XTO ENERGY INCORPORATED,92
33.091247,-97.162778,LEROUX NORTH UNIT,XTO ENERGY INCORPORATED,2
33.147480,-97.333202,DCCO 1 - HOSEK SHIRLEY M,DEVON ENERGY PRODUCTION COMPANY L P,29
33.146066,-97.307697,DCCO 3 - NALER MAE C,DEVON ENERGY PRODUCTION COMPANY L P,93
33.146121,-97.307700,DCCO 3 - NALER MAE C,DEVON ENERGY PRODUCTION COMPANY L P,71
33.146011,-97.307699,DCCO 3 - NALER MAE C,DEVON ENERGY PRODUCTION COMPANY L P,34
33.073357,-97.287822,SMITH H A,DEVON ENERGY PRODUCTION COMPANY L P,49
33.073358,-97.287887,SMITH H A,DEVON ENERGY PRODUCTION COMPANY L P,96
33.073359,-97.287953,SMITH H A,DEVON ENERGY PRODUCTION COMPANY L P,91
33.073361,-97.288018,SMITH H A,DEVON ENERGY PRODUCTION COMPANY L P,82
33.093827,-97.318195,CARTER FAMILY TRUST,DEVON ENERGY PRODUCTION COMPANY L P,57
33.093772,-97.318196,CARTER FAMILY TRUST,DEVON ENERGY PRODUCTION COMPANY L P,43
33.093883,-97.318240,CARTER FAMILY TRUST,DEVON ENERGY PRODUCTION COMPANY L P,48
33.175593,-97.264524,COLE TRUST FOUR,DEVON ENERGY PRODUCTION COMPANY L P,69
33.175608,-97.264507,COLE TRUST FOUR,DEVON ENERGY PRODUCTION COMPANY L P,64
33.055286,-97.346972,ADAMS CORINNE,DEVON ENERGY PRODUCTION COMPANY L P,24
33.024248,-97.239537,TEXAS MOTOR SPEEDWAY,DEVON ENERGY PRODUCTION COMPANY L P,65
33.024193,-97.239536,TEXAS MOTOR SPEEDWAY,DEVON ENERGY PRODUCTION COMPANY L P,54
33.085156,-97.102767,BOOT EAST,RED OAK GAS OPERATING COMPANY LP,13
33.119116,-97.132452,JAKE UNIT,XTO ENERGY INCORPORATED,83
33.059020,-97.349836,ADAMS CORINNE,DEVON ENERGY PRODUCTION COMPANY L P,28
33.059016,-97.349770,ADAMS CORRINE,DEVON ENERGY PRODUCTION COMPANY L P,67
33.147476,-97.333071,DCCO 1-HOSEK SHIRLEY M,DEVON ENERGY PRODUCTION COMPANY L P,80
33.073960,-97.373141,HAMILTON CLARENCE L,DEVON ENERGY PRODUCTION COMPANY L P,80
33.075460,-97.369199,HAMILTON CLARENCE L,DEVON ENERGY PRODUCTION COMPANY L P,97
33.100329,-97.286429,DOOLEY DAVID M,DEVON ENERGY PRODUCTION COMPANY L P,9
33.102620,-97.286033,DOOLEY DAVID M,DEVON ENERGY PRODUCTION COMPANY L P,48
33.177631,-97.361661,DUNN-JACKSON,AETHON ENERGY OPERATING LLC,76
33.199959,-97.368770,MCRAE,AETHON ENERGY OPERATING LLC,64
33.131754,-97.314195,DCCO 3 NALER MAE C,DEVON ENERGY PRODUCTION COMPANY L P,74
33.190620,-97.367287,MCRAE,AETHON ENERGY OPERATING LLC,57
33.024660,-97.342292,LAU,DEVON ENERGY PRODUCTION COMPANY L P,20
33.330081,-97.339724,MASH,CONOCOPHILLIPS COMPANY,55
33.024690,-97.342259,LAU,DEVON ENERGY PRODUCTION COMPANY L P,46
33.024521,-97.342385,LAU,DEVON ENERGY PRODUCTION COMPANY L P,94
33.024608,-97.342322,LAU,DEVON ENERGY PRODUCTION COMPANY L P,7
33.024568,-97.342354,LAU,DEVON ENERGY PRODUCTION COMPANY L P,18
33.112455,-97.352063,PETERSON R `A` DCCO 2 (SA),DEVON ENERGY PRODUCTION COMPANY L P,91
33.112367,-97.352117,PETERSON R `A` DCCO 2 (SA),DEVON ENERGY PRODUCTION COMPANY L P,30
33.112411,-97.352090,PETERSON R `A` DCCO 2 (SA),DEVON ENERGY PRODUCTION COMPANY L P,95
33.284436,-97.308453,MILLER JANA UNIT,CONOCOPHILLIPS COMPANY,19
33.126130,-97.377988,DCCO 2-WILLIAMS RAY,DEVON ENERGY PRODUCTION COMPANY L P,23
33.125932,-97.378294,DCCO 2 WILLIAMS RAY,DEVON ENERGY PRODUCTION COMPANY L P,13
33.125982,-97.378291,DCCO 2-WILLIAMS RAY,DEVON ENERGY PRODUCTION COMPANY L P,1
33.126350,-97.377986,DCCO 2 WILLIAMS RAY,DEVON ENERGY PRODUCTION COMPANY L P,88
33.126032,-97.378290,DCCO 2 - WILLIAMS RAY,DEVON ENERGY PRODUCTION COMPANY L P,90
33.131699,-97.314195,DCCO 3 - DCCO 1 SA,DEVON ENERGY PRODUCTION COMPANY L P,20
33.198790,-97.373245,MCRAE,AETHON ENERGY OPERATING LLC,50
33.372667,-97.355628,MCMURREY RANCH,CONOCOPHILLIPS COMPANY,32
33.154888,-97.306840,LIPSCOMB K P GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,30
33.154877,-97.306773,LIPSCOMB K P GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,97
33.104795,-97.129887,RAYZOR-NORTH UNIT,RED OAK GAS OPERATING COMPANY LP,14
33.097882,-97.354137,DCCO 4-FRAZIER JAMES GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,20
33.147479,-97.333333,DCCO 1 HOSEK SHIRLEY M,DEVON ENERGY PRODUCTION COMPANY L P,17
33.148456,-97.290639,GRIFFIN S H ESTATE,DEVON ENERGY PRODUCTION COMPANY L P,44
33.024303,-97.239537,TEXAS MOTOR SPEEDWAY,DEVON ENERGY PRODUCTION COMPANY L P,89
33.148456,-97.290571,GRIFFIN S H ESTATE,DEVON ENERGY PRODUCTION COMPANY L P,11
33.057582,-97.336174,BANNER-ADAMS SA,DEVON ENERGY PRODUCTION COMPANY L P,28
33.057472,-97.336182,BANNER-ADAMS SA,DEVON ENERGY PRODUCTION COMPANY L P,66
33.057418,-97.336173,BANNER-ADAMS,DEVON ENERGY PRODUCTION COMPANY L P,24
33.057637,-97.336175,BANNER-ADAMS,DEVON ENERGY PRODUCTION COMPANY L P,3
33.069925,-97.349560,BANNER-ADAMS (SA),DEVON ENERGY PRODUCTION COMPANY L P,99
33.354609,-97.332696,SHIFFLETT,ATLAS BARNETT LLC,56
33.184209,-97.380909,STRICKLAND,AETHON ENERGY OPERATING LLC,90
33.156156,-97.337832,SCHWARZ DIETER GAS UNIT `A`,DEVON ENERGY PRODUCTION COMPANY L P,56
33.156211,-97.337838,SCHWARZ DIETER GAS UNIT `A`,DEVON ENERGY PRODUCTION COMPANY L P,68
33.146713,-97.244953,ROBSON RANCH,ENERVEST OPERATING LLC,46
33.146587,-97.245365,ROBSON RANCH,ENERVEST OPERATING LLC,12
33.100683,-97.140961,PITNER-NORTH UNIT,RED OAK GAS OPERATING COMPANY LP,36
33.141311,-97.070388,TAYLOR F UNIT,ARP BARNETT LLC,18
32.996830,-97.371796,BLAKLEY ESTATE GAS UNIT `C`,DEVON ENERGY PRODUCTION COMPANY L P,97
33.085101,-97.090763,METHODIST CHILDRENS UNIT,ARP BARNETT LLC,39
33.161934,-97.310360,MOORE GORDON F,DEVON ENERGY PRODUCTION COMPANY L P,7
32.995653,-97.343129,ALLIANCE,BLUESTONE NATURAL RES II LLC,94
32.995851,-97.343190,ALLIANCE,BLUESTONE NATURAL RES II LLC,2
32.996116,-97.343302,ALLIANCE,BLUESTONE NATURAL RES II LLC,30
32.998304,-97.343284,ALLIANCE,BLUESTONE NATURAL RES II LLC,92
32.995900,-97.343330,ALLIANCE,BLUESTONE NATURAL RES II LLC,19
32.995309,-97.343308,ALLIANCE,BLUESTONE NATURAL RES II LLC,28
33.001543,-97.339302,ALLIANCE,BLUESTONE NATURAL RES II LLC,88
33.003963,-97.362398,TCU-BLAKLEY `D` SA,DEVON ENERGY PRODUCTION COMPANY L P,66
33.002684,-97.366986,TCU-BLAKLEY C-D SA,DEVON ENERGY PRODUCTION COMPANY L P,85
33.002728,-97.367027,TCU-BLAKLEY C-D SA,DEVON ENERGY PRODUCTION COMPANY L P,9
33.176657,-97.380591,DUNN CLARA UNIT,AETHON ENERGY OPERATING LLC,75
33.393339,-97.372778,MCMURREY RANCH,CONOCOPHILLIPS COMPANY,72
33.041266,-97.116657,WILSON SAM 4 UNIT,EAGLERIDGE OPERATING LLC,11
33.026719,-97.396376,GARRETT RUFUS,DEVON ENERGY PRODUCTION COMPANY L P,98
33.221658,-97.284672,TINDLE `A` UNIT,CONOCOPHILLIPS COMPANY,81
33.212066,-97.329246,EVERS C UNIT,CONOCOPHILLIPS COMPANY,68
33.286986,-97.334119,MILLER UNIT,CONOCOPHILLIPS COMPANY,39
33.041436,-97.117457,WILSON SAM 3 UNIT,EAGLERIDGE OPERATING LLC,79
33.142485,-97.250985,ROBSON RANCH,ENERVEST OPERATING LLC,53
33.131644,-97.314192,DCCO 3 - DCCO 1 SA,DEVON ENERGY PRODUCTION COMPANY L P,46
33.041356,-97.116918,WILSON SAM 3 UNIT,EAGLERIDGE OPERATING LLC,10
33.041353,-97.116869,WILSON SAM 2 UNIT,EAGLERIDGE OPERATING LLC,55
33.142526,-97.250967,ROBSON RANCH,ENERVEST OPERATING LLC,39
33.142609,-97.250985,ROBSON RANCH,ENERVEST OPERATING LLC,65
33.142528,-97.250853,ROBSON RANCH,ENERVEST OPERATING LLC,37
33.093610,-97.370265,DCCO 4-MCCURDY ANNA GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,37
33.093643,-97.370349,DCCO 4 - MCCURDY ANNA GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,51
33.093594,-97.370389,DCCO 4 - MCCURDY ANNA GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,3
33.093548,-97.370426,DCCO 4 - MCCURDY ANNA GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,85
33.033680,-97.396827,GARRETT RUFUS,DEVON ENERGY PRODUCTION COMPANY L P,68
33.033682,-97.396762,GARRETT RUFUS,DEVON ENERGY PRODUCTION COMPANY L P,39
32.996695,-97.371754,BLAKLEY ESTATE `C-D` SA,DEVON ENERGY PRODUCTION COMPANY L P,55
33.089776,-97.169122,FRENCHTOWN,RWJ OPERATING LLC,89
33.138103,-97.206948,LAKES W J UNIT,HILLWOOD O & G OPERATING CO LP,14
32.996797,-97.371868,BLAKLEY ESTATE `C-E` SA,DEVON ENERGY PRODUCTION COMPANY L P,19
32.996740,-97.371880,BLAKLEY ESTATE `C-E` SA,DEVON ENERGY PRODUCTION COMPANY L P,47
33.287161,-97.359500,BUCKLEY `A` UNIT,CONOCOPHILLIPS COMPANY,37
33.138634,-97.207898,HUNTER RANCH,HILLWOOD O & G OPERATING CO LP,47
33.138246,-97.206735,LAKES W J UNIT,HILLWOOD O & G OPERATING CO LP,38
33.169760,-97.388685,POTTER H M,AETHON ENERGY OPERATING LLC,36
33.085422,-97.090810,METHODIST CHILDRENS UNIT,ARP BARNETT LLC,55
33.049956,-97.356806,TALLEY FAYE S GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,36
32.999086,-97.341394,ALLIANCE,BLUESTONE NATURAL RES II LLC,76
32.999087,-97.341243,ALLIANCE,BLUESTONE NATURAL RES II LLC,88
32.999087,-97.341199,ALLIANCE,BLUESTONE NATURAL RES II LLC,36
32.999087,-97.341283,ALLIANCE,BLUESTONE NATURAL RES II LLC,95
32.999188,-97.341432,ALLIANCE,BLUESTONE NATURAL RES II LLC,69
33.050000,-97.356923,TALLEY FAYE S GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,50
32.999089,-97.341070,ALLIANCE,BLUESTONE NATURAL RES II LLC,71
32.999089,-97.341029,ALLIANCE,BLUESTONE NATURAL RES II LLC,59
33.234554,-97.239690,USA TRUST,XTO ENERGY INCORPORATED,100
33.080220,-97.275890,ARNOLD-TALLEY GAS UNIT,AETHON ENERGY OPERATING LLC,38
33.234550,-97.239189,USA TRUST,XTO ENERGY INCORPORATED,65
33.085463,-97.090810,METHODIST CHILDRENS UNIT,ARP BARNETT LLC,97
32.994580,-97.334130,ALLIANCE,BLUESTONE NATURAL RES II LLC,59
32.995244,-97.334044,ALLIANCE,BLUESTONE NATURAL RES II LLC,86
32.999086,-97.341432,ALLIANCE,BLUESTONE NATURAL RES II LLC,63
33.241129,-97.251429,MYERS FAMILY TRUST,DEVON ENERGY PRODUCTION COMPANY L P,90
33.000628,-97.334059,ALLIANCE,BLUESTONE NATURAL RES II LLC,27
32.994996,-97.334100,ALLIANCE,BLUESTONE NATURAL RES II LLC,17
33.092710,-97.256606,MERRELL GAS UNIT,AETHON ENERGY OPERATING LLC,41
33.243577,-97.235678,USA TRUST,XTO ENERGY INCORPORATED,68
33.158726,-97.370454,SMITH `A`-SMITH `B` SA,DEVON ENERGY PRODUCTION COMPANY L P,25
33.158751,-97.370350,SMITH `A`-SMITH `B` SA,DEVON ENERGY PRODUCTION COMPANY L P,76
33.014177,-97.394308,GARRETT 1-`C`-1 SA,DEVON ENERGY PRODUCTION COMPANY L P,73
33.014180,-97.394374,GARRETT 1-`C`-1 SA,DEVON ENERGY PRODUCTION COMPANY L P,16
33.027646,-96.957497,DUWE,CHESAPEAKE OPERATING INCORPORATED,76
33.195027,-97.302716,EDWARDS F M GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,79
33.194972,-97.302722,EDWARDS F M GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,98
33.194917,-97.302725,EDWARDS F M GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,7
33.013652,-97.383258,GARRETT RUFUS GAS UNIT `A`,DEVON ENERGY PRODUCTION COMPANY L P,78
33.013598,-97.383255,GARRETT RUFUS GAS UNIT`A`,DEVON ENERGY PRODUCTION COMPANY L P,57
33.013543,-97.383256,GARRETT RUFUS GAS UNIT `A`,DEVON ENERGY PRODUCTION COMPANY L P,67
33.018907,-97.383043,RUFUS GARRETT GAS UNIT A,DEVON ENERGY PRODUCTION COMPANY L P,72
33.187034,-97.380750,STRICKLAND,AETHON ENERGY OPERATING LLC,38
33.032210,-97.391119,GARRETT RUFUS UNIT `A`,DEVON ENERGY PRODUCTION COMPANY L P,48
33.032179,-97.391125,GARRETT RUFUS GAS UNIT `A`,DEVON ENERGY PRODUCTION COMPANY L P,99
33.305856,-97.310250,FULTON,DEVON ENERGY PRODUCTION COMPANY L P,20
33.176947,-97.358110,DUNN JACKSON UNIT,AETHON ENERGY OPERATING LLC,25
33.124138,-97.382869,DCCO 2 - SHOOP `E` SA,DEVON ENERGY PRODUCTION COMPANY L P,20
33.103595,-97.106131,COPPER BLUFF UNIT,ARP BARNETT LLC,66
33.103596,-97.106074,COPPER BLUFF UNIT,ARP BARNETT LLC,30
33.117253,-97.385246,DCCO 2 - DCCO 4 SA,DEVON ENERGY PRODUCTION COMPANY L P,29
33.070030,-97.251630,GIBBS UNIT,AETHON ENERGY OPERATING LLC,11
33.050981,-97.381095,LOGAN H TALLY LOGAN J SA,DEVON ENERGY PRODUCTION COMPANY L P,54
33.187518,-97.210198,COLE TRUSTS 576 `A`,DEVON ENERGY PRODUCTION COMPANY L P,66
33.187407,-97.210185,COLE TRUSTS 576 `A`,DEVON ENERGY PRODUCTION COMPANY L P,73
33.198769,-97.228705,COLE TRUSTS 576 `A`,DEVON ENERGY PRODUCTION COMPANY L P,45
33.187804,-97.210189,COLE TRUSTS 576 `A`,DEVON ENERGY PRODUCTION COMPANY L P,65
33.198714,-97.228706,COLE TRUSTS 576 `A`,DEVON ENERGY PRODUCTION COMPANY L P,33
33.257797,-97.332994,HUEY SALLY,CONOCOPHILLIPS COMPANY,25
33.138458,-97.207852,HUNTER RANCH,HILLWOOD O & G OPERATING CO LP,67
33.387626,-97.373445,MCMURREY RANCH,CONOCOPHILLIPS COMPANY,72
33.038434,-97.125601,SMITH BOB A,EAGLERIDGE OPERATING LLC,28
33.006284,-97.269116,ALLIANCE TECH CENTER,BLUESTONE NATURAL RES II LLC,65
33.103619,-97.106077,COPPER BLUFF UNIT,ARP BARNETT LLC,73
33.038517,-97.125600,SMITH BOB A,EAGLERIDGE OPERATING LLC,43
33.038478,-97.125928,SMITH BOB DR A,EAGLERIDGE OPERATING LLC,96
33.000036,-97.272237,ALLIANCE TECH CENTER,BLUESTONE NATURAL RES II LLC,84
32.999995,-97.272245,ALLIANCE TECH CENTER,BLUESTONE NATURAL RES II LLC,93
33.117328,-97.387933,DCCO 2 - DCCO 4 SA,DEVON ENERGY PRODUCTION COMPANY L P,59
33.000004,-97.272161,ALLIANCE TECH CENTER,BLUESTONE NATURAL RES II LLC,54
32.999913,-97.272259,ALLIANCE TECH CENTER,BLUESTONE NATURAL RES II LLC,11
33.117273,-97.387934,DCCO 2 SHOOP `C` SHOOP `E` SA,DEVON ENERGY PRODUCTION COMPANY L P,88
33.041266,-97.116933,WILSON SAM 2 UNIT,EAGLERIDGE OPERATING LLC,22
33.117386,-97.387929,DCCO 2 SHOOP `E` SA,DEVON ENERGY PRODUCTION COMPANY L P,10
33.041423,-97.117080,WILSON SAM 2 UNIT,EAGLERIDGE OPERATING LLC,94
33.000651,-97.279198,ALLIANCE HUGG UNIT,BLUESTONE NATURAL RES II LLC,76
33.000788,-97.279204,ALLIANCE HUGG UNIT,BLUESTONE NATURAL RES II LLC,2
33.000692,-97.279198,ALLIANCE HUGG UNIT,BLUESTONE NATURAL RES II LLC,94
33.221130,-97.161560,RAYZOR UNIT,EAGLERIDGE OPERATING LLC,67
33.221046,-97.161559,RAYZOR UNIT,EAGLERIDGE OPERATING LLC,71
33.220969,-97.161573,RAYZOR UNIT,EAGLERIDGE OPERATING LLC,30
33.142561,-97.194675,HUNTER RANCH,HILLWOOD O & G OPERATING CO LP,50
33.116286,-97.080653,GREAT EXPECTATIONS UNIT,ARP BARNETT LLC,14
33.116276,-97.080699,GREAT EXPECTATIONS UNIT,ARP BARNETT LLC,40
33.116264,-97.080748,GREAT EXPECTATIONS UNIT,ARP BARNETT LLC,71
32.996132,-97.280719,ALLIANCE TECH CENTER SOUTH,BLUESTONE NATURAL RES II LLC,13
32.996051,-97.280722,ALLIANCE TECH CENTER SOUTH,BLUESTONE NATURAL RES II LLC,82
32.996383,-97.293847,ALLIANCE TECH CENTER SOUTH,BLUESTONE NATURAL RES II LLC,63
33.174249,-97.257981,COLE TRUST FOUR-PORTER (SA),DEVON ENERGY PRODUCTION COMPANY L P,70
33.174248,-97.257851,COLE TRUST FOUR-PORTER SA,DEVON ENERGY PRODUCTION COMPANY L P,4
32.996092,-97.280720,ALLIANCE TECH CENTER SOUTH,BLUESTONE NATURAL RES II LLC,92
33.309336,-97.276240,BADIEI,DEVON ENERGY PRODUCTION COMPANY L P,50
33.267425,-97.319347,PARKEY B,CONOCOPHILLIPS COMPANY,83
33.221381,-97.278619,YOUNG JEAN,CONOCOPHILLIPS COMPANY,7
33.089818,-97.169118,FRENCHTOWN,RWJ OPERATING LLC,20
33.058382,-97.297435,ALLIANCE SPEEDWAY UNIT,BLUESTONE NATURAL RES II LLC,40
33.058360,-97.297409,ALLIANCE SPEEDWAY UNIT,BLUESTONE NATURAL RES II LLC,14
33.058348,-97.297363,ALLIANCE SPEEDWAY UNIT,BLUESTONE NATURAL RES II LLC,54
33.058352,-97.297314,ALLIANCE SPEEDWAY UNIT,BLUESTONE NATURAL RES II LLC,49
33.052487,-97.144221,CUMMINGS C WEST,WILLIAMS PROD GULF COAST L P,62
33.052439,-97.144212,CUMMINGS C WEST,WILLIAMS PROD GULF COAST L P,37
33.273908,-97.285781,STOCKER EARNEST,CONOCOPHILLIPS COMPANY,63
33.273906,-97.285681,STOCKER EARNEST,CONOCOPHILLIPS COMPANY,42
33.142564,-97.194724,HUNTER RANCH,HILLWOOD O & G OPERATING CO LP,42
33.214945,-97.263471,DAVIS-KIRK,DEVON ENERGY PRODUCTION COMPANY L P,81
33.215481,-97.263594,DAVID-KIRK-SANDFIELD SA,DEVON ENERGY PRODUCTION COMPANY L P,74
33.080712,-97.108600,CANYON-OAKS UNIT,RED OAK GAS OPERATING COMPANY LP,1
33.158434,-97.216804,HUNTER RANCH,HILLWOOD O & G OPERATING CO LP,76
33.092984,-97.217893,MCCUTCHIN,XTO ENERGY INCORPORATED,48
33.223244,-97.311594,YOUNG WELDON UNIT,CONOCOPHILLIPS COMPANY,32
33.223246,-97.311496,YOUNG WELDON UNIT,CONOCOPHILLIPS COMPANY,12
33.310184,-97.328819,SHIFFLETT FAMILY A UNIT,CONOCOPHILLIPS COMPANY,67
33.310103,-97.328819,SHIFFLETT FAMILY A UNIT,CONOCOPHILLIPS COMPANY,63
33.314372,-97.328206,LOCHHEAD JAMES UNIT,CONOCOPHILLIPS COMPANY,95
33.314444,-97.328194,LOCHHEAD JAMES UNIT,CONOCOPHILLIPS COMPANY,2
33.314539,-97.328203,LOCHHEAD JAMES UNIT,CONOCOPHILLIPS COMPANY,85
33.117729,-97.376600,DCCO 2 - DCCO 4 SA,DEVON ENERGY PRODUCTION COMPANY L P,8
33.117768,-97.376646,DCCO 2 - DCCO 4 SA,DEVON ENERGY PRODUCTION COMPANY L P,42
33.097609,-97.173530,BLESSING UNIT A,EAGLERIDGE OPERATING LLC,79
33.097583,-97.173775,BLESSING UNIT B,EAGLERIDGE OPERATING LLC,74
33.133278,-97.228392,ROBSON RANCH,ENERVEST OPERATING LLC,45
33.119959,-97.392816,SHOOP `C` - DCCO 2 SA,DEVON ENERGY PRODUCTION COMPANY L P,19
33.267561,-97.319344,PARKEY B,CONOCOPHILLIPS COMPANY,81
33.205179,-97.289047,ANDERSON B UNIT,CONOCOPHILLIPS COMPANY,31
33.205264,-97.289044,ANDERSON B UNIT,CONOCOPHILLIPS COMPANY,85
33.050316,-97.300034,ALLIANCE SPEEDWAY UNIT,BLUESTONE NATURAL RES II LLC,24
33.050354,-97.300015,ALLIANCE SPEEDWAY UNIT,BLUESTONE NATURAL RES II LLC,89
33.050392,-97.299996,ALLIANCE SPEEDWAY UNIT,BLUESTONE NATURAL RES II LLC,30
33.050354,-97.299975,ALLIANCE SPEEDWAY UNIT,BLUESTONE NATURAL RES II LLC,3
33.050267,-97.300023,ALLIANCE SPEEDWAY UNIT,BLUESTONE NATURAL RES II LLC,17
33.050305,-97.300004,ALLIANCE SPEEDWAY UNIT,BLUESTONE NATURAL RES II LLC,30
33.050381,-97.299965,ALLIANCE SPEEDWAY UNIT,BLUESTONE NATURAL RES II LLC,23
33.050428,-97.299945,ALLIANCE SPEEDWAY UNIT,BLUESTONE NATURAL RES II LLC,69
33.050343,-97.299985,ALLIANCE SPEEDWAY UNIT,BLUESTONE NATURAL RES II LLC,9
33.050457,-97.299927,ALLIANCE SPEEDWAY UNIT,BLUESTONE NATURAL RES II LLC,14
33.158434,-97.216853,HUNTER RANCH,HILLWOOD O & G OPERATING CO LP,5
33.158435,-97.216902,HUNTER RANCH,HILLWOOD O & G OPERATING CO LP,49
33.158384,-97.216952,HUNTER RANCH,HILLWOOD O & G OPERATING CO LP,66
33.097588,-97.173530,BLESSING UNIT A,EAGLERIDGE OPERATING LLC,20
33.097588,-97.173563,BLESSING UNIT B,EAGLERIDGE OPERATING LLC,81
33.005679,-97.066931,HILLIARD SOUTH UNIT,ATLAS BARNETT LLC,84
33.066219,-97.025522,PROLOGIS NORTHEAST UNIT,ATLAS BARNETT LLC,8
33.031952,-97.125063,SMITH BOB DR B WEST,EAGLERIDGE OPERATING LLC,71
33.347239,-97.326239,GOLDSTON-WEATHERBY UNIT,ATLAS BARNETT LLC,8
33.103393,-97.220963,HEATH JAMES,DEVON ENERGY PRODUCTION COMPANY L P,8
33.005847,-97.327545,HOLLINGSWORTH KATHRYN,DEVON ENERGY PRODUCTION COMPANY L P,84
33.112069,-97.159848,WRIGHT A,PREMIER NATURAL RESOURCES II LLC,74
33.112056,-97.159877,WRIGHT B,PREMIER NATURAL RESOURCES II LLC,47
33.112042,-97.159905,WRIGHT C,PREMIER NATURAL RESOURCES II LLC,18
33.142124,-97.194682,LAKES W J NORTH UNIT,HILLWOOD O & G OPERATING CO LP,29
